"CODE,C,6","VALIDCODE,L","DESC,C,38"
580,จริง,Urethrotomy
581,จริง,Urethral meatotomy
582,เท็จ,URETHRAL DIAGNOSTIC PROC
5821,จริง,Perineal urethroscopy
5822,จริง,Urethroscopy NEC
5823,จริง,Urethral biopsy
5824,จริง,Periurethral biopsy
5829,จริง,Urethral dx proc NEC
583,เท็จ,URETHRAL LES DESTRUCTION
5831,จริง,Endosc destr urethra les
5839,จริง,Other destru urethra les
584,เท็จ,REPAIR OF URETHRA
5841,จริง,Suture urethral lacerat
5842,จริง,Urethrostomy closure
5843,จริง,Close ureth fistula NEC
5844,จริง,Urethral reanastomosis
5845,จริง,Hypo-epispadius repair
5846,จริง,Ureth reconstruction NEC
5847,จริง,Urethral meatoplasty
5849,จริง,Urethral repair NEC
585,จริง,Ureth stricture release
586,จริง,Urethral dilation
589,เท็จ,OTH URETH/PERIURETH OPS
5891,จริง,Periurethral incision
5892,จริง,Periurethral excision
5893,จริง,Implt artf urin sphinct
5899,จริง,Ureth/periureth op NEC
590,เท็จ,RETROPERITONEAL DISSECT
5900,จริง,Retroperit dissect NOS
5902,จริง,Periren adhesiolys NEC
5903,จริง,Lap lys periren/uret adh
5909,จริง,Periren/ureter incis NEC
591,เท็จ,PERIVESICAL INCISION
5911,จริง,Oth lys perives adhesio
5912,จริง,Lap lys perivesureth adh
5919,จริง,Perivesical incision NEC
592,เท็จ,PERIREN/URETER DX PROCS
5921,จริง,Periren/ureteral biopsy
5929,จริง,Periren/uret dx proc NEC
593,จริง,Urethroves junct plicat
594,จริง,Suprapubic sling op
595,จริง,Retropubic ureth suspens
596,จริง,Paraurethral suspension
597,เท็จ,OTH URIN INCONTIN REPAIR
5971,จริง,Levator musc suspension
5972,จริง,Inject implant urethra
5979,จริง,Urin incontin repair NEC
598,จริง,Ureteral catheterization
599,เท็จ,OTHER URINARY SYSTEM OPS
5991,จริง,Periren/vesicle excision
5992,จริง,Periren/vesicle op NEC
5993,จริง,Replace ureterost tube
5994,จริง,Replace cystostomy tube
5995,จริง,Ultrason fragment-stone
5999,จริง,Urinary system op NEC
600,จริง,Incision of prostate
601,เท็จ,PROST & SEM VES DX PROC
6011,จริง,Closed prostatic biopsy
6012,จริง,Open prostatic biopsy
6013,จริง,Clos seminal vesicles bx
6014,จริง,Open seminal vesicles bx
6015,จริง,Periprostatic biopsy
6018,จริง,Prostatic dx proc NEC
6019,จริง,Semin ves dx proc NEC
602,เท็จ,TRANSURETHRAL PROSTATECT
6021,จริง,Transureth prostatectomy (TULIP)
6029,จริง,Oth transureth prostatec
603,จริง,Suprapubic prostatectomy
604,จริง,Retropubic prostatectomy
605,จริง,Radical prostatectomy
606,เท็จ,OTHER PROSTATECTOMY
6061,จริง,Los excis prostatic les
6062,จริง,Perineal prostatectomy
6069,จริง,Prostatectomy NEC
607,เท็จ,SEMINAL VESICLE OPS
6071,จริง,Percut semin ves aspirat
6072,จริง,Seminal vesicle incision
6073,จริง,Seminal vesicle excision
6079,จริง,Seminal vesicle op NEC
608,เท็จ,PERIPROSTAT INCIS & EXC
6081,จริง,Periprostatic incision
6082,จริง,Periprostatic excision
609,เท็จ,OTHER PROSTATIC OPS
6091,จริง,Percut prostatic aspirat
6092,จริง,Injection into prostate
6093,จริง,Repair of prostate
6094,จริง,Control prostate hemorr
6095,จริง,Trans bal dil pros ureth
6096,จริง,Tu destr prostate by mt
6097,จริง,Oth tu destr pros - rt
6099,จริง,Prostatic operation NEC
610,จริง,Scrotum & tunica I&D
611,เท็จ,SCROTUM & TUNICA DX PROC
6111,จริง,Scrotum & tunica biopsy
6119,จริง,Scrot/tunica dx proc NEC
612,จริง,Excision of hydrocele
613,จริง,Scrotal les destruction
614,เท็จ,SCROTUM & TUNICA REPAIR
6141,จริง,Suture scrotal lacerat
6142,จริง,Scrotal fistula repair
6149,จริง,Scrotum/tunic repair NEC
619,เท็จ,OTHER SCROTUM/TUNIC OPS
6191,จริง,Percut tunica aspiration
6192,จริง,Excision tunica les NEC
6199,จริง,Scrotum & tunica op NEC
620,จริง,Incision of testes
621,เท็จ,TESTES DIAGNOSTIC PROCS
6211,จริง,Closed testicular biopsy
6212,จริง,Open testicular biopsy
6219,จริง,Testes dx procedure NEC
622,จริง,Testicular les destruct
623,จริง,Unilateral orchiectomy
624,เท็จ,BILATERAL ORCHIECTOMY
6241,จริง,Remove both testes
6242,จริง,Remove solitary testis
625,จริง,Orchiopexy
626,เท็จ,REPAIR OF TESTES
6261,จริง,Suture testicular lacer
6269,จริง,Testicular repair NEC
627,จริง,Insert testicular prosth
629,เท็จ,OTHER TESTICULAR OPS
6291,จริง,Aspiration of testes
6292,จริง,Injection into testes
6299,จริง,Testicular operation NEC
630,เท็จ,SPERMATIC CORD/VAS DX OP
6301,จริง,Spermatic cord/vas biops
6309,จริง,Spermat cord/vas dx NEC
631,จริง,Exc spermatic varicocele
632,จริง,Excise epididymis cyst
633,จริง,Excise cord/epid les NEC
634,จริง,Epididymectomy
635,เท็จ,CORD & EPIDIDYMIS REPAIR
6351,จริง,Suture cord & epid lacer
6352,จริง,Reduction torsion testes
6353,จริง,Transplant spermat cord
6359,จริง,Cord & epidid repair NEC
636,จริง,Vasotomy
637,เท็จ,VASECTOMY & VAS LIGATION
6370,จริง,Male sterilization NOS
6371,จริง,Ligation of vas deferens
6372,จริง,Spermatic cord ligation
6373,จริง,Vasectomy
638,เท็จ,VAS & EPIDIDYMIS REPAIR
6381,จริง,Suture vas & epidid lac
6382,จริง,Postop vas reconstruct
6383,จริง,Epididymovasostomy
6384,จริง,Removal vas ligature
6385,จริง,Remov vas deferens valve
6389,จริง,Vas & epididy repair NEC
639,เท็จ,OTHER CORD/EPID/VAS OPS
6391,จริง,Spermatocele aspiration
6392,จริง,Epididymotomy
6393,จริง,Spermatic cord incision
6394,จริง,Sperm cord adhesiolysis
6395,จริง,Insert valve in vas def
6399,จริง,Cord/epid/vas ops NEC
640,จริง,Circumcision
641,เท็จ,PENILE DIAGNOSTIC PROCS
6411,จริง,Penile biopsy
6419,จริง,Penile diagnost proc NEC
642,จริง,Local excis penile les
643,จริง,Amputation of penis
644,เท็จ,PENILE REPAIR
6441,จริง,Suture penile laceration
6442,จริง,Release of chordee
6443,จริง,Construction of penis
6444,จริง,Reconstruction of penis
6445,จริง,Replantation of penis
6449,จริง,Penile repair NEC
645,จริง,Sex transformat op NEC
649,เท็จ,OTHER MALE GENITAL OPS
6491,จริง,Dorsal/lat slit prepuce
6492,จริง,Incision of penis
6493,จริง,Division of penile adhes
6494,จริง,Fit ext penile prosthes
6495,จริง,Ins noninfl penis prosth
6496,จริง,Remove int penile prosth
6497,จริง,Ins inflate penis prosth
6498,จริง,Penile operation NEC
6499,จริง,Male genital op NEC
650,เท็จ,OOPHOROTOMY
6501,จริง,Laparoscopic oophorotomy
6509,จริง,Other oophorotomy
651,เท็จ,OVARIAN DIAGNOST PROCS
6511,จริง,Ovarian aspirat biopsy
6512,จริง,Ovarian biopsy NEC
6513,จริง,Lap biopsy of ovary
6514,จริง,Oth lap dx proc ovaries
6519,จริง,Ovarian dx procedure NEC
652,เท็จ,LOCAL DESTRUCT OVARY LES
6521,จริง,Ovarian cyst marsupializ
6522,จริง,Ovarian wedge resection
6523,จริง,Lap marsup ovarian cyst
6524,จริง,Lap wedge resect ovary
6525,จริง,Oth lap loc exc dest ova
6529,จริง,Local destr ova les NEC
653,เท็จ,UNILATERAL OOPHORECTOMY
6531,จริง,Lap unilat oophorectomy
6539,จริง,Oth unilat oophorectomy
654,เท็จ,UNILAT SALPINGO-OOPHOREC
6541,จริง,Lap uni salpingo-oophor
6549,จริง,Oth uni salpingo-oophor
655,เท็จ,BILATERAL OOPHORECTOMY
6551,จริง,Oth remove both ovaries
6552,จริง,Oth remove remain ovary
6553,จริง,Lap remove both ovaries
6554,จริง,Lap remove remain ovary
656,เท็จ,BILAT SALPINGO-OOPHORECT
6561,จริง,Oth remove ovaries&tubes
6562,จริง,Oth remove rem ova&tube
6563,จริง,Lap remove ovaries&tubes
6564,จริง,Lap remove rem ova&tube
657,เท็จ,REPAIR OF OVARY
6571,จริง,Oth simple suture ovary
6572,จริง,Oth reimplant of ovary
6573,จริง,Oth salpingo-oophoroplas
6574,จริง,Lap simple suture ovary
6575,จริง,Lap reimplant of ovary
6576,จริง,Lap salpingo-oophoroplas
6579,จริง,Repair of ovary NEC
658,เท็จ,TUBO-OVARIAN ADHESIOLYS
6581,จริง,Lap adhesiolys ova/tube
6589,จริง,Adhesiolysis ovary/tube
659,เท็จ,OTHER OVARIAN OPERATIONS
6591,จริง,Aspiration of ovary
6592,จริง,Transplantation of ovary
6593,จริง,Manual rupt ovarian cyst
6594,จริง,Ovarian denervation
6595,จริง,Ovarian torsion release
6599,จริง,Ovarian operation NEC
660,เท็จ,SALPINGOTOMY
6601,จริง,Salpingotomy
6602,จริง,Salpingostomy
661,เท็จ,FALLOPIAN TUBE DX PROCS
6611,จริง,Fallopian tube biopsy
6619,จริง,Fallop tube dx proc NEC
662,เท็จ,BILAT ENDOSC OCCL FALLOP
6621,จริง,Bilat endosc crush tube
6622,จริง,Bilat endosc divis tube
6629,จริง,Bilat endos occ tube NEC
663,เท็จ,OTHER BILAT TUBE DESTRUC
6631,จริง,Bilat tubal crushing NEC
6632,จริง,Bilat tubal division NEC
6639,จริง,Bilat tubal destruct NEC
664,จริง,Total unilat salpingect
665,เท็จ,TOTAL BILAT SALPINGECTOM
6651,จริง,Remove both fallop tubes
6652,จริง,Remove solitary fal tube
666,เท็จ,OTHER SALPINGECTOMY
6661,จริง,Destroy fallop tube les
6662,จริง,Remov tube & ectop preg
6663,จริง,Bilat part salpingec NOS
6669,จริง,Partial salpingectom NEC
667,เท็จ,REPAIR OF FALLOPIAN TUBE
6671,จริง,Simpl suture fallop tube
6672,จริง,Salpingo-oophorostomy
6673,จริง,Salpingo-salpingostomy
6674,จริง,Salpingo-uterostomy
6679,จริง,Fallop tube repair NEC
668,จริง,Fallopian tube insufflat
669,เท็จ,OTHER FALLOPIAN TUBE OPS
6691,จริง,Fallopian tube aspirat
6692,จริง,Unilat fallop tube destr
6693,จริง,Impl fallop tube prosth
6694,จริง,Remov fallop tube prosth
6695,จริง,Blow therapeut into tube
6696,จริง,Fallopian tube dilation
6697,จริง,Bury fimbriae in uterus
6699,จริง,Fallopian tube op NEC
670,จริง,Cervical canal dilation
671,เท็จ,CERVICAL DIAGNOSTIC PROC
6711,จริง,Endocervical biopsy
6712,จริง,Cervical biopsy NEC
6719,จริง,Cervical dx procedur NEC
672,จริง,Conization of cervix
673,เท็จ,DESTROY CERVICAL LES NEC
6731,จริง,Cervical cyst marsupial
6732,จริง,Cervical les cauterizat
6733,จริง,Cervical les cryotherapy
6739,จริง,Cervical les destruc NEC
674,จริง,Amputation of cervix
675,เท็จ,REP OF INTERNAL CERV OS
6751,จริง,Transab cerclage cervix
6759,จริง,Oth rep int cervical os
676,เท็จ,OTHER REPAIR OF CERVIX
6761,จริง,Suture cervical lacerat
6762,จริง,Cervical fistula repair
6769,จริง,Cervical repair NEC
680,จริง,Hysterotomy
681,เท็จ,UTERUS & SUPPORT DX PROC
6811,จริง,Digital exam of uterus
6812,จริง,Hysteroscopy
6813,จริง,Open uterine biopsy
6814,จริง,Open uterine ligament bx
6815,จริง,Clos uterine ligament bx
6816,จริง,Closed uterine biopsy
6819,จริง,Uterus/adnex dx proc NEC
682,เท็จ,UTERINE LES DESTRUCTION
6821,จริง,Endomet synechiae divis
6822,จริง,Incision uterine septum
6823,จริง,Endometrial ablation
6824,จริง,Uter a emb [UAE] w coils
6825,จริง,Uter a emb [UAE] wo coils
6829,จริง,Uterine les destruct NEC
683,เท็จ,Subtot abd hysterectomy
6831,จริง,Lap scervic hysterectomy
6839,จริง,Subtotl abd hyst NEC/NOS
684,จริง,Total abd hysterectomy
6841,จริง,Lap total abdominal hyst
6849,จริง,Total abd hyst NEC/NOS
685,เท็จ,VAGINAL HYSTERECTOMY
6851,จริง,Lap ast vag hysterectomy
6859,จริง,Vag hysterectomy NEC/NOS
686,จริง,Radical abd hysterectomy
6861,จริง,Lap radical abdomnl hyst
6869,จริง,Radical abd hyst NEC/NOS
687,จริง,Radical vag hysterectomy
6871,จริง,Lap radical vaginal hyst
6879,จริง,Radical vag hyst NEC/NOS
688,จริง,Pelvic evisceration
689,จริง,Hysterectomy NEC/NOS
690,เท็จ,UTERINE D & C
6901,จริง,D & C for preg terminat
6902,จริง,D & C post delivery
6909,จริง,D & C NEC
691,เท็จ,DESTRUC UTER SUPPORT LES
6919,จริง,Destruc uter support NEC
692,เท็จ,UTERINE SUPPORT REPAIR
6921,จริง,Interposit op uterin lig
6922,จริง,Uterine suspension NEC
6923,จริง,Vag repair invers uterus
6929,จริง,Uterus/adnexa repair NEC
693,จริง,Paracerv uterine denerv
694,เท็จ,UTERINE REPAIR
6941,จริง,Suture uterine lacerat
6942,จริง,Closure uterine fistula
6949,จริง,Uterine repair NEC
695,เท็จ,ASPIRAT CURETTAGE UTERUS
6951,จริง,Aspirat curet-preg termi
6952,จริง,Aspirat curet-post deliv
6959,จริง,Oth asp curettage uterus
696,จริง,Menstrual extraction
697,จริง,Insertion of IUD
699,เท็จ,OTHER UTERUS/SUPPORT OPS
6991,จริง,Insert uterine device
6992,จริง,Artificial insemination
6993,จริง,Insertion of laminaria
6994,จริง,Man replace invert uter
6995,จริง,Incision of cervix
6996,จริง,Remove cervical cerclage
6997,จริง,Remove penetrat cerv FB
6998,จริง,Uterine support op NEC
6999,จริง,Uterine operation NEC
700,จริง,Culdocentesis
701,เท็จ,INCIS VAGINA/CUL-DE-SAC
7011,จริง,Hymenotomy
7012,จริง,Culdotomy
7013,จริง,Intralum vag adhesiolys
7014,จริง,Vaginotomy NEC
702,เท็จ,VAGIN/CUL-DE-SAC DX PROC
7021,จริง,Vaginoscopy
7022,จริง,Culdoscopy
7023,จริง,Cul-de-sac biopsy
7024,จริง,Vaginal biopsy
7029,จริง,Vagin/cul-de-sac dx NEC
703,เท็จ,EXCIS VAG/CUL-DE-SAC LES
7031,จริง,Hymenectomy
7032,จริง,Excis cul-de-sac lesion
7033,จริง,Excision vaginal lesion
704,จริง,Vaginal obliteration
705,เท็จ,CYSTOCEL/RECTOCEL REPAIR
7050,จริง,Cystocel/rectocel repair
7051,จริง,Cystocele repair
7052,จริง,Rectocele repair
7053,จริง,Cysto & recto w grf/pros
7054,จริง,Rep cystocel w grft/pros
7055,จริง,Rep rectocele w grf/pros
706,เท็จ,VAG CONSTRUC/RECONSTRUC
7061,จริง,Vaginal construction
7062,จริง,Vaginal reconstruction
7063,จริง,Vaginal const w grf/pros
7064,จริง,Vag reconst w grft/pros
707,เท็จ,OTHER VAGINAL REPAIR
7071,จริง,Suture vagina laceration
7072,จริง,Repair colovagin fistula
7073,จริง,Repair rectovag fistula
7074,จริง,Rep vaginoent fistul NEC
7075,จริง,Repair vag fistula NEC
7076,จริง,Hymenorrhaphy
7077,จริง,Vaginal suspens & fixat
7078,จริง,Vag susp/fix w grft/pros
7079,จริง,Vaginal repair NEC
708,จริง,Vaginal vault obliterat
709,เท็จ,OTH VAG & CUL-DE-SAC OPS
7091,จริง,Vaginal operation NEC
7092,จริง,Cul-de-sac operation NEC
7093,จริง,Cul-de-sac grf/pros NEC
7094,จริง,Insert biological graft
7095,จริง,Insert synth graft/prost
710,เท็จ,INCIS VULVA & PERINEUM
7101,จริง,Vulvar adhesiolysis
7109,จริง,Incis vulva/perineum NEC
711,เท็จ,VULVAR DIAGNOSTIC PROCS
7111,จริง,Vulvar biopsy
7119,จริง,Vulvar diagnos proc NEC
712,เท็จ,BARTHOLIN'S GLAND OPS
7121,จริง,Percutan bartholin aspir
7122,จริง,Incise bartholin's gland
7123,จริง,Bartholin gland marsup
7124,จริง,Destruc bartholin gland
7129,จริง,Bartholin's gland op NEC
713,จริง,Local vulvar excis NEC
714,จริง,Operations on clitoris
715,จริง,Radical vulvectomy
716,เท็จ,OTHER VULVECTOMY
7161,จริง,Unilateral vulvectomy
7162,จริง,Bilateral vulvectomy
717,เท็จ,VULVAR & PERINEAL REPAIR
7171,จริง,Suture vulvar laceration
7172,จริง,Repair vulvar fistula
7179,จริง,Vulvar/perin repair NEC
718,จริง,Other vulvar operations
719,จริง,Other female genital ops
720,จริง,Low forceps operation
721,จริง,Low forceps op w episiotom
722,เท็จ,MID FORCEPS OPERATION
7221,จริง,Mid forceps op w episiotom
7229,จริง,Oth mid forceps operation
723,เท็จ,HIGH FORCEPS OPERATION
7231,จริง,High forceps op w episioto
7239,จริง,Oth high forceps operation
724,จริง,Forceps rotatn of fetal hd
725,เท็จ,BREECH EXTRACTION
7251,จริง,Part breech ext w forceps
7252,จริง,Oth part breech extraction
7253,จริง,Tot breech ext w forceps
7254,จริง,Oth tot breech ext w forc
726,จริง,Forceps-aftercoming head
727,เท็จ,VACUUM EXTRACTION DELIV
7271,จริง,Vac ext w episiotomy
7279,จริง,Other vacuum extraction
728,จริง,Instrument delivery NEC
729,จริง,Instrument delivery NOS
730,เท็จ,ARTIFICIAL RUPT MEMBRANE
7301,จริง,Induct labor-rupt memb
7309,จริง,Artif rupt membranes NEC
731,จริง,Surg induct labor NEC
732,เท็จ,INT/COMB VERSION/EXTRACT
7321,จริง,Int & comb ext vers wo ext
7322,จริง,Int & comb ext vers w ext
733,จริง,Failed forceps
734,จริง,Medical induction labor
735,เท็จ,MANUALLY ASSISTED DELIV
7351,จริง,Manual rotation fetal head
7359,จริง,Oth manual assist delivery
736,จริง,Episiotomy
738,จริง,Op on fetus fac delivery
739,เท็จ,OTH OPS ASSISTING DELIV
7391,จริง,Ext version-assist deliv
7392,จริง,Replac prolaps umb cord
7393,จริง,Incis cx to assist deliv
7394,จริง,Pubiotomy to assist del
7399,จริง,Ops assisting deliv NEC
740,จริง,Classical c-section
741,จริง,Low cervical c-section
742,จริง,Extraperitoneal c-sect
743,จริง,Rem extratub ectop preg
744,จริง,Cesarean section NEC
749,เท็จ,CESAREAN SECTION NOS
7491,จริง,Hysterotomy to termin pg
7499,จริง,Cesarean section NOS
750,จริง,Intra-amnion inj for abort
751,จริง,Diagnostic amniocentesis
752,จริง,Intrauterine transfusion
753,เท็จ,INTRAUT FETAL OPS NEC
7531,จริง,Amnioscopy
7532,จริง,Fetal EKG
7533,จริง,Fetal blood sampling & Bx
7534,จริง,Other fetal monitoring
7535,จริง,Dx proc fetus/amnion NEC
7536,จริง,Correction fetal defect
7537,จริง,Amnioinfusion
7538,จริง,Fetal pulse oximetry
754,จริง,Manual remove ret placenta
755,เท็จ,REPAIR OB LACERAT UTERUS
7550,จริง,Repair ob lac uterus NOS
7551,จริง,Repair ob lacerat cervix
7552,จริง,Repair ob lac corp uteri
756,เท็จ,REPAIR OTH OB LACERATION
7561,จริง,Repair ob lac blad/ureth
7562,จริง,Rep curr ob lac rect/anus
7569,จริง,Rep oth curr OB laceration
757,จริง,"Man explor uter cav,PP"
758,จริง,Ob tamponade uterus/vag
759,เท็จ,OTHER OBSTETRIC OPS
7591,จริง,Evac OB incis hem perineum
7592,จริง,Evac oth hem vulva/vag
7593,จริง,Surg corr invert uterus
7594,จริง,Man replac inverted uterus
7599,จริง,Obstetric operation NEC
760,เท็จ,FACIAL BONE INCISION
7601,จริง,Facial bone sequestrect
7609,จริง,Facial bone incision NEC
761,เท็จ,DX PROC FACIAL BONE/JNT
7611,จริง,Facial bone biopsy
7619,จริง,Facial bone dx proc NEC
762,จริง,Destruct facial bone les
763,เท็จ,PARTIAL FACIAL OSTECTOMY
7631,จริง,Partial mandibulectomy
7639,จริง,Part facial ostectom NEC
764,เท็จ,FACIAL BONE EXC & RECONS
7641,จริง,Tot mandibulec w reconst
7642,จริง,Total mandibulectomy NEC
7643,จริง,Mandibular reconst NEC
7644,จริง,Tot face ostect w recons
7645,จริง,Tot face bone ostect NEC
7646,จริง,Facial bone reconstr NEC
765,จริง,Temporomand arthroplasty
766,เท็จ,OTHER FACIAL BONE REPAIR
7661,จริง,Cl osteoplasty mand rami
7662,จริง,Open osteoplas mand rami
7663,จริง,Osteoplasty mandible bdy
7664,จริง,Mand orthognathic op NEC
7665,จริง,Seg osteoplasty maxilla
7666,จริง,Tot osteoplasty maxilla
7667,จริง,Reduction genioplasty
7668,จริง,Augmentation genioplasty
7669,จริง,Facial bone repair NEC
767,เท็จ,REDUCTION OF FACIAL FX
7670,จริง,Reduction facial fx NOS
7671,จริง,Cl reduct malar/zygo fx
7672,จริง,Opn reduct malar/zygo fx
7673,จริง,Cl reduct maxillary fx
7674,จริง,Open reduct maxillary fx
7675,จริง,Cl reduct mandible fx
7676,จริง,Open reduct mandible fx
7677,จริง,open reduct alveolar fx
7678,จริง,Cl reduct facial fx NEC
7679,จริง,Open reduct face fx NEC
769,เท็จ,OTH OPS FACIAL BONE/JNT
7691,จริง,Bone graft to face bone
7692,จริง,Syn implant to face bone
7693,จริง,Clos reduct tm dislocat
7694,จริง,Open reduct tm dislocat
7695,จริง,Tm manipulation NEC
7696,จริง,Injec therap sbst TM jnt
7697,จริง,Remove int fix face bone
7699,จริง,Facial bone/jnt op NEC
770,เท็จ,SEQUESTRECTOMY
7700,จริง,Sequestrectomy NOS
7701,จริง,Chest cage sequestrec
7702,จริง,Humerus sequestrectomy
7703,จริง,Radius & ulna sequestrec
7704,จริง,Metacarp/carp sequestrec
7705,จริง,Femoral sequestrectomy
7706,จริง,Patellar sequestrectomy
7707,จริง,Tibia/fibula sequestrec
7708,จริง,Metatar/tar sequestrec
7709,จริง,Sequestrectomy NEC
771,เท็จ,OTH BONE INCIS W/O DIVIS
7710,จริง,Other bone incision NOS
7711,จริง,Other chest cage incis
7712,จริง,Other humerus incision
7713,จริง,Other radius/ulna incis
7714,จริง,Oth metacarp/carp incis
7715,จริง,Other femoral incision
7716,จริง,Other patellar incision
7717,จริง,Other tibia/fibula incis
7718,จริง,Oth metatars/tars incis
7719,จริง,Bone incis w/o div NEC
772,เท็จ,WEDGE OSTEOTOMY
7720,จริง,Wedge osteotomy NOS
7721,จริง,Chest cage wedg osteotom
7722,จริง,Humerus wedge osteotomy
7723,จริง,Radius/ulna wedg osteoto
7724,จริง,Metacar/car wedg osteoto
7725,จริง,Femoral wedge osteotomy
7726,จริง,Patellar wedge osteotomy
7727,จริง,Tibia/fibul wedg osteot
7728,จริง,Metatar/tar wedg osteot
7729,จริง,Wedge osteotomy NEC
773,เท็จ,OTHER DIVISION OF BONE
7730,จริง,Other bone division NOS
7731,จริง,Chest cage bone div NEC
7732,จริง,Humerus division NEC
7733,จริง,Radius/ulna division NEC
7734,จริง,Metacar/car division NEC
7735,จริง,Femoral division NEC
7736,จริง,Patellar division NEC
7737,จริง,Tibia/fibula div NEC
7738,จริง,Metatar/tar division NEC
7739,จริง,Bone division NEC
774,เท็จ,BIOPSY OF BONE
7740,จริง,Bone biopsy NOS
7741,จริง,Chest cage bone biopsy
7742,จริง,Humerus biopsy
7743,จริง,Radius & ulna biopsy
7744,จริง,Metacarpal/carpal biopsy
7745,จริง,Femoral biopsy
7746,จริง,Patellar biopsy
7747,จริง,Tibia & fibula biopsy
7748,จริง,Metatarsal/tarsal biopsy
7749,จริง,Bone biopsy NEC
775,เท็จ,EXC REPAIR BUNION
7751,จริง,Bunionect/sft/osteotomy
7752,จริง,Bunionect/sft/arthrodes
7753,จริง,Oth bunionect w sft corr
7754,จริง,Exc correct bunionette
7756,จริง,Repair of hammer toe
7757,จริง,Repair of claw toe
7758,จริง,"Oth exc, fus, repair toe"
7759,จริง,Bunionectomy NEC
776,เท็จ,LOC EXC BONE LESION
7760,จริง,Loc exc bone lesion NOS
7761,จริง,Exc chest cage bone les
7762,จริง,Loc exc bone les humerus
7763,จริง,Loc exc les radius/ulna
7764,จริง,Loc exc les metacar/car
7765,จริง,Loc exc bone les femur
7766,จริง,Loc exc bone les patella
7767,จริง,Loc exc les tibia/fibula
7768,จริง,Loc exc les metatar/tar
7769,จริง,Loc exc bone lesion NEC
777,เท็จ,EXCISE BONE FOR GRAFT
7770,จริง,Excise bone for grft NOS
7771,จริง,Ex chest cage bone-gft
7772,จริง,Excise humerus for graft
7773,จริง,Excis radius/ulna-graft
7774,จริง,Excis metacar/car-graft
7775,จริง,Excise femur for graft
7776,จริง,Excise patella for graft
7777,จริง,Excise tib/fib for graft
7778,จริง,Excis metatar/tar-graft
7779,จริง,Excise bone for gft NEC
778,เท็จ,OTHER PARTIAL OSTECTOMY
7780,จริง,Oth part ostectomy NOS
7781,จริง,Oth chest cage ostectomy
7782,จริง,Partial humerectomy NEC
7783,จริง,Part ostect-radius/ulna
7784,จริง,Part ostect-metacar/car
7785,จริง,Part ostectomy-femur
7786,จริง,Partial patellectomy
7787,จริง,Part ostect-tibia/fibula
7788,จริง,Part ostect-metatar/tar
7789,จริง,Partial ostectomy NEC
779,เท็จ,TOTAL OSTECTOMY
7790,จริง,Total ostectomy NOS
7791,จริง,Tot chest cage ostectomy
7792,จริง,Total ostectomy-humerus
7793,จริง,Tot ostect-radius/ulna
7794,จริง,Tot ostect-metacarp/carp
7795,จริง,Tot ostectomy-femur
7796,จริง,Total patellectomy
7797,จริง,Tot ostect-tibia/fibula
7798,จริง,Tot ostect-metatars/tars
7799,จริง,Total ostectomy NEC
780,เท็จ,BONE GRAFT
7800,จริง,Bone graft NOS
7801,จริง,Bone graft to chest cage
7802,จริง,Bone graft to humerus
7803,จริง,Bone graft-radius/ulna
7804,จริง,Bone grft to metacar/car
7805,จริง,Bone graft to femur
7806,จริง,Bone graft to patella
7807,จริง,Bone graft-tibia/fibula
7808,จริง,Bone graft- metatar/tar
7809,จริง,Bone graft NEC
781,เท็จ,PERIOSTEAL SUTURE
7810,จริง,Applic ext fix dev NOS
7811,จริง,Appl ext fix-chest cage
7812,จริง,Applic ext fix-humerus
7813,จริง,Appl ext fix-radius/ulna
7814,จริง,Appl ext fix-metacar/car
7815,จริง,Applic ext fix dev-femur
7816,จริง,Appl ext fix dev-patella
7817,จริง,Appl ext fix-tib/fibula
7818,จริง,Appl ext fix-metatar/tar
7819,จริง,Applic ext fix dev NEC
782,เท็จ,EPIPHYSEAL STAPLING
7820,จริง,Limb shorten proc NOS
7822,จริง,Limb short proc-humerus
7823,จริง,Limb shorten-radius/ulna
7824,จริง,Limb shorten-metacar/car
7825,จริง,Limb short proc-femur
7827,จริง,Limb shorten-tib/fibula
7828,จริง,Limb shorten-metatar/tar
7829,จริง,Limb shorten proc NEC
783,เท็จ,OTHER BONE LENGTH CHANGE
7830,จริง,Limb lengthen proc NOS
7832,จริง,Limb length proc-humerus
7833,จริง,Limb length-radius/ulna
7834,จริง,Limb length-metacar/car
7835,จริง,Limb length proc-femur
7837,จริง,Limb lengthen-tib/fibula
7838,จริง,Limb lengthn-metatar/tar
7839,จริง,Limb lengthen proc NEC
784,เท็จ,OTHER BONE REPAIR
7840,จริง,Oth bone repair/plast op
7841,จริง,Oth chest cage rep/plast
7842,จริง,Oth humerus repair/plast
7843,จริง,Oth rad/uln repair/plast
7844,จริง,Oth metac/carp rep/plast
7845,จริง,Oth femur repair/plastic
7846,จริง,Oth patella repair/plast
7847,จริง,Oth tib/fib repair/plast
7848,จริง,Oth meta/tar repa/plast
7849,จริง,Oth bone repa/plast NEC
785,เท็จ,INT FIX W/O FX REDUCTION
7850,จริง,Int fix w/o fx reduc NOS
7851,จริง,Int fixation-chest cage
7852,จริง,Int fixation-humerus
7853,จริง,Int fixation-radius/ulna
7854,จริง,Int fixation-metacar/car
7855,จริง,Internal fixation-femur
7856,จริง,Internal fix-patella
7857,จริง,Int fixation-tibia/fibul
7858,จริง,Int fixation-metatar/tar
7859,จริง,Int fix-no fx reduct NEC
